id,restaurant_name,category,price_tier,neighborhood,opening_hours,closing,average_rating,good_for_kids
687,in libero ut,Chinese,Cheap,Tudor City,10:00,20:00,5,FALSE
688,tortor,Japanese,Medium,Financial District,10:00,20:00,4,TRUE
689,integer,Japanese,Cheap,Lenox Hill,10:00,20:00,1,TRUE
690,pretium iaculis,Spanish,Cheap,Meatpacking District,10:00,20:00,4,TRUE
691,adipiscing lorem vitae mattis,Vietnamese,Cheap,Lincoln Square,10:00,20:00,1,FALSE
692,ut suscipit,Italian,Cheap,Chinatown,10:00,20:00,1,FALSE
693,curae duis faucibus accumsan,Italian,Expensive,SoHo,10:00,20:00,5,FALSE
694,pede venenatis non,Chinese,Expensive,Murray Hill,10:00,20:00,4,TRUE
695,platea,Vietnamese,Cheap,Inwood,10:00,20:00,3,TRUE
696,quam turpis adipiscing,American,Medium,Meatpacking District,10:00,20:00,2,TRUE
697,turpis nec euismod scelerisque,Indian,Expensive,Greenwich Village,10:00,20:00,1,TRUE
698,faucibus cursus,Middle Eastern,Cheap,Yorkville,10:00,20:00,4,TRUE
699,tortor id nulla,Italian,Cheap,NoHo,10:00,20:00,5,TRUE
700,posuere metus vitae ipsum,Italian,Expensive,Chinatown,10:00,20:00,5,FALSE
701,dis parturient montes nascetur,Spanish,Expensive,Lincoln Square,10:00,20:00,4,FALSE
702,duis at,French,Medium,East Village,10:00,20:00,5,TRUE
703,rhoncus aliquet pulvinar,Indian,Expensive,Little Italy,10:00,20:00,3,TRUE
704,ligula pellentesque,Chinese,Medium,Gramercy Park,10:00,20:00,4,TRUE
705,imperdiet,Chinese,Cheap,Lenox Hill,10:00,20:00,3,TRUE
706,purus sit amet nulla,Italian,Cheap,Battery Park City,10:00,20:00,4,FALSE
707,ligula,Mexican,Medium,Lower East Side,10:00,20:00,3,TRUE
708,in hac,Spanish,Cheap,Midtown,10:00,20:00,2,TRUE
709,curabitur at ipsum ac,Vietnamese,Cheap,SoHo,10:00,20:00,4,TRUE
710,lobortis vel,American,Medium,Sutton Place,10:00,20:00,1,FALSE
711,id justo sit amet,French,Medium,Greenwich Village,10:00,20:00,4,FALSE
712,erat,Thai,Cheap,Flatiron District,10:00,20:00,1,FALSE
713,vitae quam,French,Cheap,Roosevelt Island,10:00,20:00,4,TRUE
714,purus phasellus,Middle Eastern,Expensive,Meatpacking District,10:00,20:00,2,TRUE
715,et ultrices posuere,Japanese,Expensive,Greenwich Village,10:00,20:00,3,FALSE
716,vestibulum ante,Japanese,Medium,Upper West Side,10:00,20:00,5,FALSE
717,vel sem,Spanish,Cheap,Roosevelt Island,10:00,20:00,3,TRUE
718,eleifend,Chinese,Expensive,NoHo,10:00,20:00,5,TRUE
719,orci nullam,American,Medium,Upper West Side,10:00,20:00,4,TRUE
720,cursus urna ut tellus,Korean,Expensive,Lower East Side,10:00,20:00,5,TRUE
721,faucibus orci luctus et,American,Medium,Roosevelt Island,10:00,20:00,2,FALSE
722,pellentesque,Vietnamese,Expensive,Upper East Side,10:00,20:00,4,FALSE
723,ligula vehicula consequat,American,Cheap,SoHo,10:00,20:00,3,TRUE
724,ipsum dolor sit amet,Spanish,Expensive,West Village,10:00,20:00,5,FALSE
725,adipiscing,American,Expensive,Upper West Side,10:00,20:00,5,FALSE
726,dui,Middle Eastern,Cheap,East Village,10:00,20:00,5,FALSE
727,ligula,Chinese,Expensive,Harlem,10:00,20:00,1,FALSE
728,magnis dis parturient,Vietnamese,Cheap,Flatiron District,10:00,20:00,3,FALSE
729,eget massa tempor,Indian,Medium,Chinatown,10:00,20:00,3,TRUE
730,rhoncus,Chinese,Medium,Murray Hill,10:00,20:00,5,TRUE
731,felis sed,Thai,Medium,Kips Bay,10:00,20:00,1,FALSE
732,justo lacinia,Vietnamese,Expensive,Tudor City,10:00,20:00,1,FALSE
733,eu,Middle Eastern,Cheap,Nolita,10:00,20:00,1,TRUE
734,quam fringilla rhoncus mauris,Thai,Cheap,Flatiron District,10:00,20:00,4,TRUE
735,in sapien iaculis congue,Thai,Expensive,Morningside Heights,10:00,20:00,3,TRUE
736,consectetuer adipiscing,Vietnamese,Cheap,Tribeca,10:00,20:00,1,TRUE
737,tortor,Chinese,Expensive,Greenwich Village,10:00,20:00,3,TRUE
738,maecenas tristique,Japanese,Medium,Battery Park City,10:00,20:00,3,FALSE
739,lorem vitae,American,Medium,SoHo,10:00,20:00,4,TRUE
740,justo in blandit ultrices,French,Medium,Lower East Side,10:00,20:00,4,FALSE
741,in hac habitasse platea,Mexican,Medium,SoHo,10:00,20:00,1,FALSE
742,nullam,Korean,Medium,Meatpacking District,10:00,20:00,5,FALSE
743,dictumst maecenas ut massa,Chinese,Medium,Kips Bay,10:00,20:00,4,FALSE
744,libero non,Middle Eastern,Medium,NoHo,10:00,20:00,4,TRUE
745,mi in,Mexican,Medium,Chinatown,10:00,20:00,5,FALSE
746,praesent lectus,Mexican,Cheap,Turtle Bay,10:00,20:00,3,TRUE
747,dapibus,Indian,Medium,Midtown,10:00,20:00,3,FALSE
748,nunc proin,Spanish,Expensive,Hell's Kitchen,10:00,20:00,5,FALSE
749,lectus aliquam sit amet,Korean,Medium,SoHo,10:00,20:00,4,FALSE
750,vestibulum,Mexican,Expensive,Washington Heights,10:00,20:00,4,TRUE
751,id nulla,Italian,Cheap,Harlem,10:00,20:00,3,FALSE
752,nec molestie sed justo,Mexican,Medium,West Village,10:00,20:00,2,FALSE
753,ac,Korean,Cheap,Sutton Place,10:00,20:00,5,TRUE
754,lorem ipsum dolor,Mexican,Medium,Financial District,10:00,20:00,5,TRUE
755,nullam orci pede venenatis,French,Expensive,Hell's Kitchen,10:00,20:00,2,FALSE
756,urna pretium nisl ut,Middle Eastern,Cheap,Midtown,10:00,20:00,4,TRUE
757,sed magna at nunc,French,Cheap,Gramercy Park,10:00,20:00,1,TRUE
758,nulla integer,Middle Eastern,Expensive,Upper West Side,10:00,20:00,3,FALSE
759,mus etiam vel augue,Spanish,Medium,Harlem,10:00,20:00,3,FALSE
760,duis at,Thai,Medium,Lenox Hill,10:00,20:00,1,TRUE
761,vestibulum,French,Medium,East Village,10:00,20:00,3,TRUE
762,fermentum donec,Chinese,Cheap,Midtown,10:00,20:00,3,TRUE
763,non,Middle Eastern,Expensive,Kips Bay,10:00,20:00,2,FALSE
764,vehicula consequat,Korean,Cheap,Stuyvesant Town,10:00,20:00,3,FALSE
765,donec ut dolor morbi,Mexican,Expensive,Chelsea,10:00,20:00,2,TRUE
766,nam ultrices libero non,American,Expensive,West Village,10:00,20:00,1,FALSE
767,ultrices,Korean,Expensive,Tudor City,10:00,20:00,3,TRUE
768,integer aliquet massa,Vietnamese,Cheap,Chelsea,10:00,20:00,3,FALSE
769,cras,Japanese,Expensive,Sutton Place,10:00,20:00,1,FALSE
770,magnis,Korean,Cheap,NoHo,10:00,20:00,5,FALSE
771,curae donec pharetra magna,Spanish,Cheap,SoHo,10:00,20:00,4,FALSE
772,lectus aliquam,Korean,Expensive,Sutton Place,10:00,20:00,2,TRUE
773,et,Mexican,Cheap,West Village,10:00,20:00,1,TRUE
774,pellentesque at,Chinese,Cheap,East Village,10:00,20:00,3,TRUE
775,sed vel enim,Spanish,Cheap,Upper West Side,10:00,20:00,2,TRUE
776,lorem,Italian,Medium,Lincoln Square,10:00,20:00,5,FALSE
777,interdum mauris,Italian,Expensive,Lenox Hill,10:00,20:00,5,FALSE
778,eu orci,Mexican,Expensive,Chelsea,10:00,20:00,2,FALSE
779,nam dui proin leo,Indian,Cheap,Little Italy,10:00,20:00,5,TRUE
780,ut mauris eget massa,French,Expensive,Financial District,10:00,20:00,2,FALSE
781,dis parturient,Mexican,Medium,Turtle Bay,10:00,20:00,3,TRUE
782,pede posuere nonummy,American,Medium,Sutton Place,10:00,20:00,3,TRUE
783,pellentesque at nulla suspendisse,American,Medium,Financial District,10:00,20:00,2,TRUE
784,ornare consequat lectus,Korean,Expensive,Yorkville,10:00,20:00,3,FALSE
785,rutrum,French,Expensive,Chelsea,10:00,20:00,5,FALSE
786,dignissim vestibulum vestibulum,Chinese,Cheap,Inwood,10:00,20:00,1,FALSE
787,ultrices,Japanese,Expensive,Sutton Place,10:00,20:00,3,TRUE
788,cubilia curae donec pharetra,Middle Eastern,Expensive,East Village,10:00,20:00,5,FALSE
789,porta,Japanese,Medium,Yorkville,10:00,20:00,3,TRUE
790,lobortis vel dapibus,Indian,Cheap,Meatpacking District,10:00,20:00,5,TRUE
791,in porttitor,Japanese,Cheap,Roosevelt Island,10:00,20:00,5,FALSE
792,arcu,Thai,Medium,Yorkville,10:00,20:00,3,TRUE
793,nisl nunc,Mexican,Medium,Little Italy,10:00,20:00,1,FALSE
794,volutpat dui maecenas tristique,American,Medium,Midtown,10:00,20:00,1,FALSE
795,dolor,Japanese,Medium,Little Italy,10:00,20:00,1,TRUE
796,vehicula consequat morbi a,Chinese,Expensive,Roosevelt Island,10:00,20:00,1,TRUE
797,luctus nec molestie sed,Thai,Cheap,Stuyvesant Town,10:00,20:00,4,TRUE
798,et ultrices posuere cubilia,Mexican,Medium,Greenwich Village,10:00,20:00,1,TRUE
799,amet nulla quisque,Chinese,Expensive,West Village,10:00,20:00,1,FALSE
800,nulla ac,Korean,Expensive,Morningside Heights,10:00,20:00,2,TRUE
801,condimentum curabitur in,Spanish,Medium,Lower East Side,10:00,20:00,2,FALSE
802,nunc rhoncus,Italian,Cheap,Lenox Hill,10:00,20:00,5,TRUE
803,varius nulla facilisi,Japanese,Medium,Upper East Side,10:00,20:00,5,TRUE
804,tristique fusce congue,Indian,Cheap,Tudor City,10:00,20:00,2,TRUE
805,vulputate elementum,Japanese,Cheap,West Village,10:00,20:00,2,TRUE
806,rutrum nulla tellus,Spanish,Expensive,Morningside Heights,10:00,20:00,5,TRUE
807,curabitur in,Italian,Expensive,Yorkville,10:00,20:00,3,TRUE
808,in ante vestibulum,Vietnamese,Medium,Washington Heights,10:00,20:00,2,FALSE
809,integer pede,Korean,Expensive,Harlem,10:00,20:00,4,FALSE
810,nam,Thai,Expensive,Gramercy Park,10:00,20:00,1,FALSE
811,nulla,French,Medium,Stuyvesant Town,10:00,20:00,4,TRUE
812,ut suscipit a feugiat,Chinese,Medium,Chinatown,10:00,20:00,4,TRUE
813,sapien,Japanese,Medium,East Village,10:00,20:00,5,TRUE
814,ut,Spanish,Cheap,Lenox Hill,10:00,20:00,1,FALSE
815,convallis,Italian,Medium,Tribeca,10:00,20:00,5,TRUE
816,etiam vel augue vestibulum,Indian,Cheap,Battery Park City,10:00,20:00,2,TRUE
817,ultrices posuere,Indian,Cheap,Lincoln Square,10:00,20:00,3,FALSE
818,curabitur convallis duis consequat,Vietnamese,Expensive,Hell's Kitchen,10:00,20:00,5,FALSE
819,lacinia erat vestibulum,Korean,Medium,Washington Heights,10:00,20:00,2,TRUE
820,ac,Vietnamese,Cheap,NoHo,10:00,20:00,5,FALSE
821,faucibus orci,Japanese,Cheap,Turtle Bay,10:00,20:00,4,TRUE
822,odio justo sollicitudin ut,Korean,Expensive,Inwood,10:00,20:00,3,TRUE
823,blandit nam nulla,Thai,Cheap,Gramercy Park,10:00,20:00,2,FALSE
824,pede posuere nonummy,Korean,Medium,West Village,10:00,20:00,5,FALSE
825,lectus in,American,Cheap,West Village,10:00,20:00,5,FALSE
826,congue,Thai,Medium,Meatpacking District,10:00,20:00,1,FALSE
827,blandit lacinia erat,Thai,Cheap,Harlem,10:00,20:00,4,FALSE
828,vestibulum eget vulputate ut,American,Expensive,West Village,10:00,20:00,5,TRUE
829,consequat,Italian,Cheap,SoHo,10:00,20:00,4,FALSE
830,libero rutrum ac lobortis,Thai,Cheap,NoHo,10:00,20:00,3,FALSE
831,vel nisl duis,Indian,Expensive,Lower East Side,10:00,20:00,5,TRUE
832,nunc purus phasellus in,Italian,Medium,Morningside Heights,10:00,20:00,4,FALSE
833,id,Korean,Expensive,West Village,10:00,20:00,3,FALSE
834,nunc,Vietnamese,Medium,Stuyvesant Town,10:00,20:00,2,FALSE
835,sapien arcu sed augue,Middle Eastern,Cheap,Battery Park City,10:00,20:00,3,TRUE
836,ipsum aliquam non mauris,Vietnamese,Expensive,Sutton Place,10:00,20:00,1,FALSE
837,ut rhoncus aliquet,Indian,Cheap,NoHo,10:00,20:00,5,FALSE
838,in magna,French,Cheap,Washington Heights,10:00,20:00,3,FALSE
839,justo in blandit ultrices,French,Medium,Financial District,10:00,20:00,5,TRUE
840,iaculis,Italian,Expensive,Morningside Heights,10:00,20:00,2,FALSE
841,ligula,Japanese,Cheap,Yorkville,10:00,20:00,2,FALSE
842,eros suspendisse accumsan,Japanese,Medium,Chelsea,10:00,20:00,1,TRUE
843,at velit vivamus vel,Thai,Medium,Lincoln Square,10:00,20:00,4,TRUE
844,at lorem integer,Mexican,Cheap,Upper East Side,10:00,20:00,1,TRUE
845,eu nibh,Japanese,Cheap,Tribeca,10:00,20:00,1,TRUE
846,luctus nec molestie,Indian,Cheap,Morningside Heights,10:00,20:00,5,TRUE
847,iaculis,Mexican,Cheap,Kips Bay,10:00,20:00,1,FALSE
848,lacus at velit,Thai,Cheap,NoHo,10:00,20:00,2,TRUE
849,velit donec diam,Indian,Medium,Battery Park City,10:00,20:00,5,FALSE
850,convallis,Japanese,Medium,Chelsea,10:00,20:00,5,TRUE
851,purus eu magna,French,Cheap,Washington Heights,10:00,20:00,4,FALSE
852,a,Middle Eastern,Medium,Sutton Place,10:00,20:00,4,TRUE
853,ultrices posuere,American,Cheap,Roosevelt Island,10:00,20:00,4,TRUE
854,libero,French,Expensive,Nolita,10:00,20:00,1,FALSE
855,primis in,Japanese,Medium,Stuyvesant Town,10:00,20:00,2,FALSE
856,vestibulum sed magna,Chinese,Expensive,Hell's Kitchen,10:00,20:00,1,TRUE
857,nulla sed accumsan felis,Indian,Cheap,Stuyvesant Town,10:00,20:00,2,FALSE
858,pretium nisl ut,American,Cheap,Kips Bay,10:00,20:00,2,TRUE
859,at,Vietnamese,Expensive,Murray Hill,10:00,20:00,4,TRUE
860,nibh quisque,Italian,Cheap,Morningside Heights,10:00,20:00,4,FALSE
861,pede morbi,American,Medium,Lenox Hill,10:00,20:00,3,FALSE
862,quam fringilla rhoncus,Vietnamese,Expensive,Yorkville,10:00,20:00,4,FALSE
863,nisi venenatis,Italian,Cheap,Tribeca,10:00,20:00,4,FALSE
864,consectetuer adipiscing elit,Chinese,Medium,SoHo,10:00,20:00,3,TRUE
865,eleifend luctus ultricies eu,Chinese,Cheap,Sutton Place,10:00,20:00,5,FALSE
866,proin risus praesent,Thai,Expensive,Battery Park City,10:00,20:00,4,FALSE
867,quisque,Mexican,Expensive,Midtown,10:00,20:00,5,TRUE
868,lectus aliquam sit,Chinese,Medium,Roosevelt Island,10:00,20:00,1,TRUE
869,nibh in hac habitasse,Chinese,Cheap,Tudor City,10:00,20:00,3,FALSE
870,posuere cubilia curae mauris,Mexican,Medium,SoHo,10:00,20:00,5,FALSE
871,congue vivamus metus arcu,Korean,Cheap,SoHo,10:00,20:00,1,TRUE
872,non,Korean,Medium,SoHo,10:00,20:00,2,TRUE
873,cubilia curae duis,Italian,Expensive,Murray Hill,10:00,20:00,3,FALSE
874,convallis duis,Middle Eastern,Medium,Financial District,10:00,20:00,1,FALSE
875,semper,Spanish,Cheap,Greenwich Village,10:00,20:00,2,FALSE
876,est quam pharetra,Italian,Cheap,Chelsea,10:00,20:00,4,TRUE
877,lacinia aenean,Mexican,Cheap,Yorkville,10:00,20:00,4,FALSE
878,at lorem integer tincidunt,Chinese,Cheap,Lower East Side,10:00,20:00,2,TRUE
879,eget rutrum,French,Medium,East Village,10:00,20:00,2,TRUE
880,vel pede morbi,Korean,Expensive,Greenwich Village,10:00,20:00,4,TRUE
881,amet,American,Cheap,Meatpacking District,10:00,20:00,1,FALSE
882,posuere metus vitae ipsum,Italian,Expensive,Hell's Kitchen,10:00,20:00,3,TRUE
883,maecenas tristique est et,French,Expensive,Greenwich Village,10:00,20:00,5,FALSE
884,a odio in,Spanish,Medium,Greenwich Village,10:00,20:00,5,FALSE
885,pede ac diam cras,French,Expensive,Little Italy,10:00,20:00,3,TRUE
886,id turpis integer aliquet,Italian,Expensive,Lower East Side,10:00,20:00,1,FALSE
887,id nulla,Chinese,Cheap,Inwood,10:00,20:00,3,TRUE
888,ac consequat,French,Expensive,Hell's Kitchen,10:00,20:00,2,TRUE
889,vestibulum ac est lacinia,French,Expensive,Gramercy Park,10:00,20:00,3,TRUE
890,non mattis pulvinar,Thai,Expensive,Sutton Place,10:00,20:00,3,FALSE
891,vulputate ut ultrices,Middle Eastern,Expensive,Little Italy,10:00,20:00,1,TRUE
892,lacus,Thai,Medium,Nolita,10:00,20:00,4,TRUE
893,sed vestibulum sit,Japanese,Cheap,Stuyvesant Town,10:00,20:00,5,TRUE
894,nunc purus phasellus,Korean,Medium,Lincoln Square,10:00,20:00,4,FALSE
895,aliquet pulvinar,Japanese,Expensive,Lenox Hill,10:00,20:00,4,FALSE
896,quis turpis sed ante,Japanese,Expensive,Washington Heights,10:00,20:00,2,FALSE
897,pellentesque quisque,Vietnamese,Expensive,Sutton Place,10:00,20:00,4,FALSE
898,ante nulla justo aliquam,American,Medium,Yorkville,10:00,20:00,5,TRUE
899,orci,Spanish,Medium,Tudor City,10:00,20:00,5,FALSE
900,vehicula condimentum curabitur,American,Medium,Turtle Bay,10:00,20:00,3,TRUE
901,sed accumsan felis,Korean,Medium,Washington Heights,10:00,20:00,4,FALSE
902,est risus,Japanese,Cheap,Tudor City,10:00,20:00,1,TRUE
903,tristique,Thai,Medium,Morningside Heights,10:00,20:00,2,FALSE
904,platea dictumst,American,Medium,Murray Hill,10:00,20:00,2,TRUE
905,purus sit amet nulla,Vietnamese,Cheap,Chelsea,10:00,20:00,2,TRUE
906,sit,French,Expensive,Flatiron District,10:00,20:00,2,FALSE
907,sapien iaculis congue,Indian,Medium,Tribeca,10:00,20:00,2,FALSE
908,hac habitasse,Indian,Medium,Murray Hill,10:00,20:00,3,FALSE
909,feugiat non pretium quis,Middle Eastern,Cheap,Washington Heights,10:00,20:00,2,TRUE
910,sapien cursus,Thai,Medium,Stuyvesant Town,10:00,20:00,1,TRUE
911,cum sociis natoque,Spanish,Cheap,Inwood,10:00,20:00,4,FALSE
912,dis parturient,Korean,Cheap,West Village,10:00,20:00,4,TRUE
913,nibh quisque id,Thai,Medium,Morningside Heights,10:00,20:00,4,TRUE
914,maecenas ut,Mexican,Medium,Turtle Bay,10:00,20:00,3,FALSE
915,sit amet lobortis sapien,American,Cheap,Morningside Heights,10:00,20:00,5,TRUE
916,id,Vietnamese,Medium,Hell's Kitchen,10:00,20:00,2,FALSE
917,suscipit,Middle Eastern,Cheap,Greenwich Village,10:00,20:00,1,FALSE
918,donec odio justo,Spanish,Medium,Chinatown,10:00,20:00,3,FALSE
919,mus vivamus vestibulum sagittis,Mexican,Medium,Hell's Kitchen,10:00,20:00,4,FALSE
920,lacus morbi,Indian,Cheap,Battery Park City,10:00,20:00,5,TRUE
921,lacinia sapien,Italian,Cheap,Lenox Hill,10:00,20:00,5,TRUE
922,hac,Japanese,Cheap,West Village,10:00,20:00,1,TRUE
923,libero,Thai,Expensive,Greenwich Village,10:00,20:00,1,TRUE
924,id massa id nisl,Italian,Expensive,Chelsea,10:00,20:00,4,FALSE
925,orci luctus et ultrices,Indian,Medium,Morningside Heights,10:00,20:00,5,FALSE
926,lacinia eget,Vietnamese,Medium,Midtown,10:00,20:00,2,FALSE
927,nulla dapibus,American,Cheap,Lenox Hill,10:00,20:00,4,TRUE
928,vulputate,French,Expensive,Meatpacking District,10:00,20:00,3,FALSE
929,dictumst maecenas,American,Expensive,Nolita,10:00,20:00,2,FALSE
930,penatibus,Korean,Expensive,Flatiron District,10:00,20:00,4,FALSE
931,at,Middle Eastern,Medium,Chinatown,10:00,20:00,3,TRUE
932,interdum mauris,American,Medium,Nolita,10:00,20:00,1,TRUE
933,ipsum,American,Cheap,Turtle Bay,10:00,20:00,2,TRUE
934,nunc viverra dapibus nulla,Spanish,Medium,Upper West Side,10:00,20:00,4,FALSE
935,gravida nisi,Chinese,Expensive,SoHo,10:00,20:00,1,TRUE
936,sapien arcu,Thai,Medium,Inwood,10:00,20:00,5,TRUE
937,vulputate vitae nisl aenean,Spanish,Expensive,West Village,10:00,20:00,2,FALSE
938,nec sem,Middle Eastern,Medium,Hell's Kitchen,10:00,20:00,3,TRUE
939,rutrum nulla nunc purus,Italian,Medium,Inwood,10:00,20:00,3,FALSE
940,ullamcorper purus sit,Thai,Medium,Lincoln Square,10:00,20:00,3,FALSE
941,sapien in sapien,Japanese,Cheap,Hell's Kitchen,10:00,20:00,5,FALSE
942,id luctus nec molestie,American,Expensive,Nolita,10:00,20:00,3,TRUE
943,amet diam,Italian,Expensive,Little Italy,10:00,20:00,1,TRUE
944,nulla,American,Expensive,Chinatown,10:00,20:00,5,TRUE
945,morbi a ipsum,Mexican,Cheap,Greenwich Village,10:00,20:00,1,FALSE
946,sit,Chinese,Cheap,Hell's Kitchen,10:00,20:00,2,FALSE
947,semper porta,Vietnamese,Cheap,Flatiron District,10:00,20:00,2,FALSE
948,nulla facilisi cras non,Indian,Cheap,Gramercy Park,10:00,20:00,2,TRUE
949,nulla nunc purus phasellus,Vietnamese,Expensive,Gramercy Park,10:00,20:00,1,TRUE
950,est lacinia,American,Cheap,Flatiron District,10:00,20:00,3,FALSE
951,consequat in consequat,Vietnamese,Cheap,Upper West Side,10:00,20:00,3,TRUE
952,in,Spanish,Expensive,Lincoln Square,10:00,20:00,2,TRUE
953,pulvinar sed nisl,Mexican,Medium,Lower East Side,10:00,20:00,3,FALSE
954,dis parturient,Thai,Cheap,Roosevelt Island,10:00,20:00,2,TRUE
955,praesent,French,Cheap,Stuyvesant Town,10:00,20:00,3,FALSE
956,mauris vulputate elementum nullam,French,Medium,Nolita,10:00,20:00,2,FALSE
957,eu nibh,Chinese,Expensive,Chinatown,10:00,20:00,3,FALSE
958,sapien placerat,Vietnamese,Expensive,Greenwich Village,10:00,20:00,5,FALSE
959,nisi volutpat,Korean,Cheap,Nolita,10:00,20:00,5,FALSE
960,placerat praesent blandit nam,Thai,Medium,Flatiron District,10:00,20:00,3,FALSE
961,ligula sit amet,Spanish,Medium,Chelsea,10:00,20:00,3,TRUE
962,mauris vulputate elementum nullam,Japanese,Cheap,Roosevelt Island,10:00,20:00,5,FALSE
963,ipsum primis in faucibus,Korean,Medium,Chinatown,10:00,20:00,4,TRUE
964,nullam molestie,Chinese,Cheap,Midtown,10:00,20:00,3,FALSE
965,vitae,Thai,Medium,NoHo,10:00,20:00,3,FALSE
966,felis sed lacus,Thai,Cheap,Meatpacking District,10:00,20:00,1,TRUE
967,nunc donec quis,Vietnamese,Medium,East Village,10:00,20:00,4,TRUE
968,mauris,American,Expensive,Stuyvesant Town,10:00,20:00,1,TRUE
969,odio consequat varius,Indian,Cheap,SoHo,10:00,20:00,4,FALSE
970,mattis,Mexican,Medium,Little Italy,10:00,20:00,2,FALSE
971,donec dapibus duis at,French,Medium,Lenox Hill,10:00,20:00,5,TRUE
972,a pede posuere nonummy,Mexican,Medium,SoHo,10:00,20:00,5,TRUE
973,sollicitudin ut,Middle Eastern,Medium,Meatpacking District,10:00,20:00,2,TRUE
974,lacus purus aliquet at,Indian,Cheap,Murray Hill,10:00,20:00,3,TRUE
975,dapibus nulla suscipit ligula,Middle Eastern,Expensive,Harlem,10:00,20:00,2,FALSE
976,feugiat,Italian,Medium,Battery Park City,10:00,20:00,2,FALSE
977,quis justo,American,Cheap,East Village,10:00,20:00,5,FALSE
978,turpis sed ante,Thai,Expensive,Murray Hill,10:00,20:00,3,TRUE
979,dictumst aliquam augue,Chinese,Expensive,Upper East Side,10:00,20:00,2,TRUE
980,suspendisse,Vietnamese,Expensive,Chelsea,10:00,20:00,4,FALSE
981,iaculis congue vivamus,Mexican,Expensive,Lincoln Square,10:00,20:00,3,FALSE
982,faucibus orci,Korean,Medium,Upper West Side,10:00,20:00,3,FALSE
983,ullamcorper,Middle Eastern,Expensive,Upper West Side,10:00,20:00,4,FALSE
984,aliquam,Vietnamese,Medium,Sutton Place,10:00,20:00,2,TRUE
985,ipsum integer a,American,Expensive,Harlem,10:00,20:00,2,TRUE
986,varius integer ac,Indian,Medium,Roosevelt Island,10:00,20:00,1,FALSE
987,purus,Thai,Cheap,SoHo,10:00,20:00,1,TRUE
988,aliquam,Indian,Cheap,Roosevelt Island,10:00,20:00,5,FALSE
989,lectus in est,Korean,Medium,Yorkville,10:00,20:00,1,FALSE
990,odio justo sollicitudin ut,Middle Eastern,Cheap,Kips Bay,10:00,20:00,1,FALSE
991,volutpat,French,Medium,Nolita,10:00,20:00,5,FALSE
992,est,Vietnamese,Medium,Kips Bay,10:00,20:00,3,FALSE
993,nisl duis,Korean,Expensive,Tudor City,10:00,20:00,5,FALSE
994,est,Mexican,Cheap,Morningside Heights,10:00,20:00,1,TRUE
995,dis parturient,Mexican,Medium,Hell's Kitchen,10:00,20:00,5,TRUE
996,orci,Spanish,Expensive,NoHo,10:00,20:00,2,TRUE
997,adipiscing lorem vitae,American,Medium,East Village,10:00,20:00,4,FALSE
998,morbi porttitor,Korean,Cheap,Turtle Bay,10:00,20:00,5,TRUE
999,maecenas rhoncus aliquam,American,Expensive,Lower East Side,10:00,20:00,2,FALSE
1000,ut massa,Thai,Expensive,Lower East Side,10:00,20:00,2,TRUE
